feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_00701,Postpaid plan with international calling included is great value. Network congestion doesnt affect my area much.,Postpaid Plans|International Calling|Network Congestion,Positive|Positive|Positive,3
fb_00702,Device compatibility is excellent across all my devices. International calling quality is also clear tho,Device Compatibility|International Calling,Positive|Positive,2
fb_00703,Network congestion is minimal in my area. Happy wth the speeds??!,Network Congestion,Positive,1
fb_00704,Postpaid plan benefits are solid. Device compatibility with eSIM is seamless. International calling rates are competitive. Network congestion is manageable.,Postpaid Plans|Device Compatibility|International Calling|Network Congestion,Positive|Positive|Positive|Neutral,4
fb_00705,International calling to Australia is affordable and clear quality.,International Calling,Positive,1
fb_00706,Network congestion has reduced significantly after 5G rollout in my area. Postpaid plan speeds are back to normal.,Network Congestion|Postpaid Plans,Positive|Positive,2
fb_00707,Device compatibility with my Samsung fold is perfect. No issues whatsoever.,Device Compatibility,Positive,1
fb_00708,Postpaid plan is expensive but network congestion is less compared to prepaid users. International calling included in the plan saves money. Device works perfectly on all bands.,Postpaid Plans|Network Congestion|International Calling|Device Compatibility,Neutral|Positive|Positive|Positive,4
fb_00709,International calling via WiFi calling is excellent. No charges for calls to US and Canada!!!! Smh.,International Calling,Positive,1
fb_00710,Network congestion during evenings is still an issue but better than last year. Device compatibility is never a problem.,Network Congestion|Device Compatibility,Negative|Positive,2
fb_00711,Postpaid plan with priority network access helps during congestion.,Postpaid Plans|Network Congestion,Positive|Positive,2
fb_00712,Device compatibility with Chinese brand phones is good. All 4G and 5G bands supported.,Device Compatibility,Positive,1
fb_00713,International calling rates to Europe are reasonable. Postpaid plan includes 100 free minutes which is generous.,International Calling|Postpaid Plans,Positive|Positive,2
fb_00714,Network congestion is the only downside. Everything else about this provider is great.,Network Congestion,Negative,1
fb_00715,Postpaid plan upgrade was smooth. Device compatibility checked by support before upgrade. International calling pack added seamlessly.,Postpaid Plans|Device Compatibility|International Calling,Positive|Positive|Positive,3
fb_00716,International calling quality has improved with VoLTE. Much clearer than before.,International Calling,Positive,1
fb_00717,Network congestion affects postpaid users less which is fair. Device compatibility across the family plan phones is also good.,Network Congestion|Postpaid Plans|Device Compatibility,Positive|Positive|Positive,3
fb_00718,"Great, billing error for the third time. Love how consistent they are at being wrong.",Postpaid Plans,Negative,1
fb_00719,Device compatibility with older 3G phones is being phased out. My dads phone no longer works on this network.,Device Compatibility,Negative,1
fb_00720,International calling to Gulf countries is affordable. Network congestion doesnt affect call quality for ISD calls.,International Calling|Network Congestion,Positive|Positive,2
fb_00721,Postpaid plan with family sharing works great. All devices compatible.,Postpaid Plans|Device Compatibility,Positive|Positive,2
fb_00722,Network congestion is improving quarter over quarter. Good trend.,Network Congestion,Positive,1
fb_00723,International calling pack auto-renews which is convenient. Postpaid billing shows ISD charges clearly.,International Calling|Postpaid Plans,Positive|Positive,2
fb_00724,bruh device compatibility with my Pixel 8 is flawless. All features work including WiFi calling and VoLTE.,Device Compatibility,Positive,1
fb_00725,Network congestion during IPL matches is terrible. Even postpaid priority doesnt help when everyone is streaming.,Network Congestion|Postpaid Plans,Negative|Negative,2
fb_00726,International calling to South Asia is cheap and reliable. Smh.,International Calling,Positive,1
fb_00727,Postpaid plan benefits justify the premium pricing. Network congestion is less of an issue for postpaid users. Device compatibility is excellent.,Postpaid Plans|Network Congestion|Device Compatibility,Positive|Positive|Positive,3
fb_00728,Device compatibility testing should be available on their website before purchase.,Device Compatibility,Neutral,1
fb_00729,International calling quality to Africa is poor. Lots of echo and delay 😤,International Calling,Negative,1
fb_00730,Network congestion is nonexistent in my suburb. Postpaid speeds are consistently fast.,Network Congestion|Postpaid Plans,Positive|Positive,2
fb_00731,Postpaid plan with international roaming and calling is perfect for business travelers.,Postpaid Plans|International Calling,Positive|Positive,2
fb_00732,smh device compatibility with wearables and IoT devices is now supported. Good expansion.,Device Compatibility,Positive,1
fb_00733,Network congestion makes video calls choppy during work hours. International calling quality also suffers during peak times.,Network Congestion|International Calling,Negative|Negative,2
fb_00734,Postpaid plan is well designed with clear benefits. No hidden charges tho UGH!,Postpaid Plans,Positive,1
fb_00735,International calling rates are competitive. Device compatibility is good. Network congestion is manageable. Postpaid plan is worth it.,International Calling|Device Compatibility|Network Congestion|Postpaid Plans,Positive|Positive|Neutral|Positive,4
fb_00736,ugh device compatibility with imported phones can be hit or miss depending on bands.,Device Compatibility,Neutral,1
fb_00737,Network congestion is the main reason I might switch. Otherwise happy with postpaid plan and international calling.,Network Congestion|Postpaid Plans|International Calling,Negative|Positive|Positive,3
fb_00738,International calling via the app is free to 30+ countries. Amazing feature.,International Calling,Positive,1
fb_00739,Postpaid plan with device EMI option is convenient. Network congestion doesnt bother me in my area.,Postpaid Plans|Device Compatibility|Network Congestion,Positive|Positive|Positive,3
fb_00740,Device compatibility is perfect on all mainstream brands.,Device Compatibility,Positive,1
fb_00741,Network congestion during festivals is unbearable. International calling also drops during these times.,Network Congestion|International Calling,Negative|Negative,2
fb_00742,Postpaid plan loyalty rewards are a nice touch. Been a customer for 5 years and the perks keep improving.,Postpaid Plans,Positive,1
fb_00743,International calling to US and Canada is essentially free with the postpaid plan. Great value.,International Calling|Postpaid Plans,Positive|Positive,2
fb_00744,Device compatibility with my iPad for data sharing works well.,Device Compatibility,Positive,1
fb_00745,Network congestion is acceptable. Not perfect but livable.,Network Congestion,Neutral,1
fb_00746,Postpaid plan with unlimited data and international calling is the best combo for professionals. Device compatibility is never an issue.,Postpaid Plans|International Calling|Device Compatibility,Positive|Positive|Positive,3
fb_00747,International calling quality is inconsistent to some countries :(,International Calling,Neutral,1
fb_00748,Network congestion has improved after tower upgrades. Postpaid speeds are back to advertised levels.,Network Congestion|Postpaid Plans,Positive|Positive,2
fb_00749,Device compatibility and network congestion are both fine in my experience.,Device Compatibility|Network Congestion,Positive|Neutral,2
fb_00750,"Overall excellent experience with postpaid plan, international calling, device support, and manageable network congestion. Highly recommend for business users.",Postpaid Plans|International Calling|Device Compatibility|Network Congestion,Positive|Positive|Positive|Positive,4
fb_00751,5G experience is amazing in my city. Speeds are consistently above 500mbps. Ugh.,5G Experience,Positive,1
fb_00752,Value for money has decreased with recent price hikes. Recharge plans cost more but data validity hasnt improved. 5G is the only positive change 😤,Value for Money|Recharge Plans|Data Validity|5G Experience,Negative|Negative|Negative|Positive,4
fb_00753,Recharge plans are well structured with clear options for every budget.,Recharge Plans,Positive,1
fb_00754,Data validity of 84 days on the premium plan is excellent. Value for money is solid. 5G speeds make it even better rn,Data Validity|Value for Money|5G Experience,Positive|Positive|Positive,3
fb_00755,5G coverage is still too limited. Paying for 5G plan but using 4G most of the time.,5G Experience,Negative,1
fb_00756,Recharge plans with long data validity are the best value for money. The 365-day plan saves significantly over monthly recharges.,Recharge Plans|Data Validity|Value for Money,Positive|Positive|Positive,3
fb_00757,"Value for money is average. Not the cheapest, not the most expensive.",Value for Money,Neutral,1
fb_00758,"5G experience is inconsistent. Sometimes blazing fast, sometimes drops to 4G. Recharge plan price doesnt justify this inconsistency. Data validity is okay though.",5G Experience|Recharge Plans|Data Validity,Negative|Negative|Neutral,3
fb_00759,Data validity should be 30 days not 28. The 2-day difference adds up over a year.,Data Validity,Negative,1
fb_00760,Recharge plans offer good value for money especially the mid-range options. 5G access included without extra charge is a bonus.,Recharge Plans|Value for Money|5G Experience,Positive|Positive|Positive,3
fb_00761,5G battery drain is a real concern. Phone dies much faster.,5G Experience,Negative,1
fb_00762,Value for money on the annual plan is unbeatable. Data validity of 365 days with daily data reset is perfect for my usage.,Value for Money|Data Validity,Positive|Positive,2
fb_00763,Recharge plans keep getting more expensive without proportional improvement.,Recharge Plans,Negative,1
fb_00764,5G experience in Bangalore is top tier. Recharge plan with 5G priority is worth the extra cost. Good value for money for heavy data users.,5G Experience|Recharge Plans|Value for Money,Positive|Positive|Positive,3
fb_00765,Data validity is standard across providers. Nothing unique here.,Data Validity,Neutral,1
fb_00766,Value for money has improved with 5G inclusion. Recharge plans now offer more data with same validity period.,Value for Money|5G Experience|Recharge Plans|Data Validity,Positive|Positive|Positive|Neutral,4
fb_00767,5G is overhyped for daily use. Barely notice the difference for social media ngl,5G Experience,Neutral,1
fb_00768,Recharge plan comparison is easy on the app. Data validity and value for money clearly shown for each option!!!!,Recharge Plans|Data Validity|Value for Money,Positive|Positive|Positive,3
fb_00769,"Great, billing error for the third time. Love how consistent they are at being wrong.",Data Validity,Negative,1
fb_00770,5G speeds make streaming and gaming incredible. Value for money is excellent for the 5G plan. Recharge is easy through the app.,5G Experience|Value for Money|Recharge Plans,Positive|Positive|Positive,3
fb_00771,Recharge plans are confusing with too many options. Hard to pick the right one.,Recharge Plans,Negative,1
fb_00772,"Value for money is the best its ever been. More data, longer validity, 5G access all at competitive prices.",Value for Money|Data Validity|5G Experience|Recharge Plans,Positive|Positive|Positive|Positive,4
fb_00773,5G not available in tier-2 cities yet. Disappointing for those of us outside metros smh,5G Experience,Negative,1
fb_00774,Data validity extension option is useful. Can add days without changing the plan.,Data Validity,Positive,1
fb_00775,Recharge plans with OTT bundles offer great value for money. Data validity is also generous on these combo plans.,Recharge Plans|Value for Money|Data Validity,Positive|Positive|Positive,3
fb_00776,5G experience varies by location even within the same city. Inconsistent.,5G Experience,Neutral,1
fb_00777,Value for money on budget plans is not great. You get minimal data with short validity.,Value for Money|Data Validity,Negative|Negative,2
fb_00778,Recharge plan auto-renewal works smoothly. Data validity resets on time every cycle.,Recharge Plans|Data Validity,Positive|Positive,2
fb_00779,"5G is genuinely transformative for mobile gaming. Zero lag, instant response :(",5G Experience,Positive,1
fb_00780,"Value for money is subjective but for my usage, the 599 plan with 56-day validity is perfect. Recharge process is also simple.",Value for Money|Data Validity|Recharge Plans,Positive|Positive|Positive,3
fb_00781,Love the customer support... if u enjoy listening to hold music for 45 mins.,Data Validity,Negative,1
fb_00782,5G and good recharge plans make this provider worth it. Value for money is solid. Data validity options are flexible.,5G Experience|Recharge Plans|Value for Money|Data Validity,Positive|Positive|Positive|Positive,4
fb_00783,"Recharge plans are overpriced compared to 2 years ago. Same data, higher price.",Recharge Plans|Value for Money,Negative|Negative,2
fb_00784,5G experience in Mumbai is excellent. Fast and stable.,5G Experience,Positive,1
fb_00785,"Data validity of 90 days is the sweet spot. Not too short, not too long. Good value for money smh",Data Validity|Value for Money,Positive|Positive,2
fb_00786,Recharge plans need more flexibility. One-size-fits-all approach doesnt work.,Recharge Plans,Negative,1
fb_00787,5G rollout is progressing well. More areas covered every month. Value for money improves as coverage expands.,5G Experience|Value for Money,Positive|Positive,2
fb_00788,Data validity and recharge plan options are adequate. Nothing special.,Data Validity|Recharge Plans,Neutral|Neutral,2
fb_00789,5G has made this provider the best value for money in the market. Recharge plans with 5G access are competitively priced.,5G Experience|Value for Money|Recharge Plans,Positive|Positive|Positive,3
fb_00790,"Value for money is declining year over year. Prices up, benefits stagnant :(",Value for Money,Negative,1
fb_00791,Recharge plan with 2GB daily data and 84-day validity is my go-to. Good balance of data and validity.,Recharge Plans|Data Validity,Positive|Positive,2
fb_00792,5G experience is good but not essential for most daily tasks.,5G Experience,Neutral,1
fb_00793,Super impressed... by how bad the roaming charges are. Daylight robbery.,Data Validity|Recharge Plans,Negative|Neutral,2
fb_00794,Value for money is excellent on the family plan. 5G for all members at a shared price. Smh.,Value for Money|5G Experience,Positive|Positive,2
fb_00795,Recharge plans are competitive in the market. Fair pricing overall.,Recharge Plans,Positive,1
fb_00796,5G experience and value for money are both strong points. Data validity is generous. Recharge process is smooth.,5G Experience|Value for Money|Data Validity|Recharge Plans,Positive|Positive|Positive|Positive,4
fb_00797,Data validity on the cheapest plan is only 14 days. Too short.,Data Validity,Negative,1
fb_00798,5G speeds are impressive but coverage gaps remain. Value for money depends on whether you can actually use 5G in your area.,5G Experience|Value for Money,Neutral|Neutral,2
fb_00799,Recharge plans with long validity are the smartest choice. Data validity of 365 days eliminates recharge hassle.,Recharge Plans|Data Validity,Positive|Positive,2
fb_00800,"Overall 5G is great, recharge plans are fair, data validity is adequate, and value for money is good. Balanced experience across the board.",5G Experience|Recharge Plans|Data Validity|Value for Money,Positive|Positive|Neutral|Positive,4
fb_00801,Wonderful service... if you enjoy no signal.,Network Coverage|Billing,Negative|Negative,2
fb_00802,Internet speed is pathetically slow. Paying for 100mbps getting 10. Pricing is a rip-off for this quality.,Internet Speed|Pricing,Negative|Negative,2
fb_00803,Love the customer support... if u enjoy listening to hold music for 45 mins.,Billing,Negative,1
fb_00804,Network coverage is weak in suburban areas. Internet speed drops to unusable levels during evenings. Pricing doesnt reflect the poor quality. Billing continues at premium rates regardless.,Network Coverage|Internet Speed|Pricing|Billing,Negative|Negative|Negative|Negative,4
fb_00805,Internet speed is good in my area. No complaints about that.,Internet Speed,Positive,1
fb_00806,Pricing has increased 30% in one year. Network coverage hasnt improved at all. Billing just shows higher amounts with no justification.,Pricing|Network Coverage|Billing,Negative|Negative|Negative,3
fb_00807,Network coverage is decent in the city center at least.,Network Coverage,Neutral,1
fb_00808,Internet speed fluctuates wildly. Billing doesnt account for the inconsistency. Pricing should be usage-based not flat rate for this unreliable service.,Internet Speed|Billing|Pricing,Negative|Negative|Negative,3
fb_00809,Billing is transparent and accurate this month. Improvement noted.,Billing,Positive,1
fb_00810,Brilliant call quality... if u enjoy talking to robots with static.,Network Coverage|Internet Speed|Pricing,Negative|Negative|Negative,3
fb_00811,Pricing is competitive for the basic plan at least.,Pricing,Positive,1
fb_00812,"SERIOUSLY Oh brilliant, another outage during work hours. Exactly what I needed today.",Network Coverage|Internet Speed|Billing|Pricing,Negative|Negative|Negative|Negative,4
fb_00813,Internet speed is fast during off-peak hours. Acceptable.,Internet Speed,Neutral,1
fb_00814,Billing portal shows detailed breakdown which is helpful... Network coverage info is also available on the app...,Billing|Network Coverage,Positive|Positive,2
fb_00815,Pricing keeps going up with no improvement in network coverage or internet speed.,Pricing|Network Coverage|Internet Speed,Negative|Negative|Negative,3
fb_00816,Network coverage on highways is actually good. Internet speed while traveling is decent.,Network Coverage|Internet Speed,Positive|Positive,2
fb_00817,Billing auto-debit failed and service got suspended without warning. Pricing penalty for late payment is excessive.,Billing|Pricing,Negative|Negative,2
fb_00818,Internet speed is terrible. Worst I've experienced on any network.,Internet Speed,Negative,1
fb_00819,bruh network coverage has improved in my area recently. Billing is also correct now after months of errors. Pricing is still high but at least the service matches.,Network Coverage|Billing|Pricing,Positive|Positive|Neutral,3
fb_00820,Pricing for premium plans is not justified by the internet speed delivered.,Pricing|Internet Speed,Negative|Negative,2
fb_00821,Network coverage is the only thing this provider does well.,Network Coverage,Positive,1
fb_00822,Billing has hidden charges that inflate the total. Internet speed doesnt justify the pricing. Network coverage is average at best.,Billing|Internet Speed|Pricing|Network Coverage,Negative|Negative|Negative|Neutral,4
fb_00823,bruh internet speed on fiber is excellent. Mobile data is also fast.,Internet Speed,Positive,1
fb_00824,Pricing is the highest in the market for comparable plans. Billing adds service tax that wasnt disclosed. Network coverage is okay but not worth the premium.,Pricing|Billing|Network Coverage,Negative|Negative|Neutral,3
fb_00825,Network coverage and internet speed are both reliable in my experience. Billing is accurate!!!,Network Coverage|Internet Speed|Billing,Positive|Positive|Positive,3
fb_00826,Pricing needs to come down. Too expensive for what they offer.,Pricing,Negative,1
fb_00827,Internet speed throttling after FUP is aggressive. Network coverage is fine but speed becomes unusable. Billing should reflect the reduced service.,Internet Speed|Network Coverage|Billing,Negative|Neutral|Negative,3
fb_00828,Billing is simple and easy to understand. No complaints there.,Billing,Positive,1
fb_00829,lol network coverage in rural areas is nonexistent. Internet speed in towns is barely 3G level. Pricing is the same as urban areas which is unfair.,Network Coverage|Internet Speed|Pricing,Negative|Negative|Negative,3
fb_00830,Internet speed is acceptable for basic browsing and email.,Internet Speed,Neutral,1
fb_00831,Billing dispute took forever to resolve. Network coverage complaint also went unaddressed. Pricing remains high despite poor service.,Billing|Network Coverage|Pricing,Negative|Negative|Negative,3
fb_00832,Network coverage is strong in metro cities. Internet speed is super fast.,Network Coverage|Internet Speed,Positive|Positive,2
fb_00833,smh amazing... network gone again. What a surprise. Paying premium for this 'service' truly PATHETIC!,Pricing,Negative,1
fb_00834,Internet speed and network coverage are both poor in my locality. Billing charges premium rates for subpar service. Pricing needs revision for areas with poor infrastructure.,Internet Speed|Network Coverage|Billing|Pricing,Negative|Negative|Negative|Negative,4
fb_00835,Billing notifications come on time. Helpful for budget planning.,Billing,Positive,1
fb_00836,Network coverage is okay in most places I frequent. Internet speed varies.,Network Coverage|Internet Speed,Neutral|Neutral,2
fb_00837,Pricing for the entry-level plan is fair. Billing is straightforward.,Pricing|Billing,Positive|Positive,2
fb_00838,Internet speed is the worst during 7-10pm. Network coverage shows full bars but nothing loads. Billing doesnt care about service quality.,Internet Speed|Network Coverage|Billing,Negative|Negative|Negative,3
fb_00839,Network coverage in the new township is finally available. Good expansion.,Network Coverage,Positive,1
fb_00840,bruh pricing is too high. Internet speed doesnt justify it. Billing adds unnecessary charges.,Pricing|Internet Speed|Billing,Negative|Negative|Negative,3
fb_00841,Internet speed has improved after complaining multiple times. Finally getting what I pay for.,Internet Speed,Positive,1
fb_00842,smh network coverage and billing are both fine. Pricing is a bit high but manageable.,Network Coverage|Billing|Pricing,Positive|Positive|Neutral,3
fb_00843,Billing errors are unacceptable. Third time being overcharged this year.,Billing,Negative,1
fb_00844,Internet speed on 5G is incredible but 4G speeds are disappointing. Network coverage for 5G is limited. Pricing is the same regardless of which netwrk you actually get.,Internet Speed|Network Coverage|Pricing,Neutral|Negative|Negative,3
fb_00845,Network coverage is excellent. Best in the market for my area.,Network Coverage,Positive,1
fb_00846,Premium pricing for budget quality. What a gr8 deal... NOT.,Pricing|Billing|Internet Speed,Negative|Negative|Negative,3
fb_00847,smh internet speed is consistently good. Happy with the performance.,Internet Speed,Positive,1
fb_00848,Network coverage in my building improved after I reported the issue. Billing credit was also given for the period of poor service. Fair handling.,Network Coverage|Billing,Positive|Positive,2
fb_00849,Pricing is the main reason people leave this provider. Too expensive genuinely IMPRESSED!,Pricing,Negative,1
fb_00850,"SERIOUSLY Overall network coverage is weak, internet speed is slow, pricing is high, and billing has errors. Considering switching providers seriously.",Network Coverage|Internet Speed|Pricing|Billing,Negative|Negative|Negative|Negative,4
fb_00851,Customer support was amazing today. Resolved my issue in 5 minutes flat.,Customer Support,Positive,1
fb_00852,Call quality on VoLTE is crystal clear. Mobile app experience is also smooth for managing my account. Roaming worked perfectly in Dubai.,Call Quality|Mobile App Experience|Roaming,Positive|Positive|Positive,3
fb_00853,Roaming rates are now very affordable for popular destinations.,Roaming,Positive,1
fb_00854,Customer support helped me set up roaming before my trip. Call quality abroad was also good. Mobile app showed real-time roaming charges which was helpful.,Customer Support|Roaming|Call Quality|Mobile App Experience,Positive|Positive|Positive|Positive,4
fb_00855,MOBILE APP IS WELL DESIGNED AND FAST. EASY TO NAVIGATE.,Mobile App Experience,Positive,1
fb_00856,Call quality has improved significantly with the network upgrade. Customer support confirmed the tower enhancement in my ra.,Call Quality|Customer Support,Positive|Positive,2
fb_00857,Roaming in Singapore was flawless. No configuration needed.,Roaming,Positive,1
fb_00858,Customer support wait time is too long. 30 minutes on hold is unacceptable. Call quality of the support line itself is also poor with static.,Customer Support|Call Quality,Negative|Negative,2
fb_00859,Mobile app dark mode and biometric login are great features absolutely TERRIBLE!,Mobile App Experience,Positive,1
fb_00860,Call quality is excellent for domestic calls. Roaming call quality is also clear in most countries. Customer support is responsive on WhatsApp.,Call Quality|Roaming|Customer Support,Positive|Positive|Positive,3
fb_00861,Customer support resolved my roaming billing issue quickly. Appreciated!!!,Customer Support|Roaming,Positive|Neutral,2
fb_00862,Mobile app crashes on older Android versions. Needs optimization for budget phones.,Mobile App Experience,Negative,1
fb_00863,Call quality during roaming in Europe was surprisingly good. Mobile app showed coverage maps for each country which helped plan my usage.,Call Quality|Roaming|Mobile App Experience,Positive|Positive|Positive,3
fb_00864,Roaming data speeds are fast in Asian countries. Good experience NEVER again!,Roaming,Positive,1
fb_00865,Customer support is knowledgeable about roaming plans. Helped me choose the right pack. Call quality test they ran confirmed my line was fine genuinely IMPRESSED!,Customer Support|Roaming|Call Quality,Positive|Positive|Positive,3
fb_00866,Mobile app payment gateway is reliable. Never had a failed transaction.,Mobile App Experience,Positive,1
fb_00867,Call quality drops in crowded areas but is otherwise good. Customer support acknowledged the issue.,Call Quality|Customer Support,Negative|Neutral,2
fb_00868,Roaming activation through the mobile app is seamless. One tap before departure.,Roaming|Mobile App Experience,Positive|Positive,2
fb_00869,Customer support callback feature works well. No more waiting on hold.,Customer Support,Positive,1
fb_00870,Call quality on conference calls is clear. Mobile app integration with calendar for call reminders is useful. Roaming conference calls also work well.,Call Quality|Mobile App Experience|Roaming,Positive|Positive|Positive,3
fb_00871,SERIOUSLY Mobile app size is too large but functionality is good.,Mobile App Experience,Neutral,1
fb_00872,Roaming charges were higher than expected. Customer support explained the charges but I still feel overcharged.,Roaming|Customer Support,Negative|Neutral,2
fb_00873,Call quality is the best feature of this network. Crystal clear every time.,Call Quality,Positive,1
fb_00874,Customer support on social media is more responsive than phone support. Mobile app chat support is also decent!!!,Customer Support|Mobile App Experience,Positive|Positive,2
fb_00875,Roaming in the US was expensive but reliable... Call quality was clear...,Roaming|Call Quality,Neutral|Positive,2
fb_00876,Mobile app notifications for roaming are timely. Reminds you to activate pack before travel ngl,Mobile App Experience|Roaming,Positive|Positive,2
fb_00877,Customer support agent was rude and unhelpful. Bad experience.,Customer Support,Negative,1
fb_00878,SERIOUSLY Call quality and roaming both work well. Customer support helped troubleshoot a minor issue. Mobile app is user-friendly!!!,Call Quality|Roaming|Customer Support|Mobile App Experience,Positive|Positive|Positive|Positive,4
fb_00879,Roaming packs are well designed for different travel durations.,Roaming,Positive,1
fb_00880,Call quality on WiFi calling is excellent. Works even in areas with poor network coverage.,Call Quality,Positive,1
fb_00881,Customer support email response is slow but thorough. Mobile app FAQ section is helpful for common issues.,Customer Support|Mobile App Experience,Neutral|Positive,2
fb_00882,Roaming in Thailand was perfect. Call quality back home was clear. Mobile app tracked my usage in real-time BEST ever!,Roaming|Call Quality|Mobile App Experience,Positive|Positive|Positive,3
fb_00883,Mobile app update broke several features. Had to reinstall 🙄,Mobile App Experience,Negative,1
fb_00884,Customer support proactively informed about a call quality issue in my area and the expected fix timeline. Good communication.,Customer Support|Call Quality,Positive|Neutral,2
fb_00885,Roaming auto-activation is convenient. No manual steps needed.,Roaming,Positive,1
fb_00886,Call quality is consistently good across all call types. Customer support is accessible. Mobile app works well. Roaming is reliable.,Call Quality|Customer Support|Mobile App Experience|Roaming,Positive|Positive|Positive|Positive,4
fb_00887,Customer support needs more training on technical issues.,Customer Support,Negative,1
fb_00888,Mobile app and roaming features work seamlessly together. Can manage everything from the app while abroad.,Mobile App Experience|Roaming,Positive|Positive,2
fb_00889,Call quality is good for voice but video calls still buffer sometimes.,Call Quality,Neutral,1
fb_00890,Customer support resolved my call quality complaint by resetting something on their end. Fixed immediately.,Customer Support|Call Quality,Positive|Positive,2
fb_00891,Roaming in Japan was excellent. Fast data and clear calls.,Roaming,Positive,1
fb_00892,Mobile app loyalty rewards section is a nice touch. Earned free roaming days through points 😤,Mobile App Experience|Roaming,Positive|Positive,2
fb_00893,Customer support is available 24/7 which is great for travelers in different time zones.,Customer Support,Positive,1
fb_00894,Call quality during roaming is sometimes choppy. Mobile app shows it as connected but quality is poor.,Call Quality|Roaming|Mobile App Experience,Negative|Negative|Neutral,3
fb_00895,Roaming coverage has expanded to more countries this year.,Roaming,Positive,1
fb_00896,Customer support and mobile app together make account management easy. Call quality is also reliable??!,Customer Support|Mobile App Experience|Call Quality,Positive|Positive|Positive,3
fb_00897,Mobile app needs a widget for quick access to common features.,Mobile App Experience,Neutral,1
fb_00898,Call quality is perfect. Roaming is reliable. Customer support is helpful. Mobile app is functional. All good.,Call Quality|Roaming|Customer Support|Mobile App Experience,Positive|Positive|Positive|Positive,4
fb_00899,Customer support could be faster but quality of resolution is good.,Customer Support,Neutral,1
fb_00900,"Overall excellent experience with call quality, roaming, customer support, and mobile app. This provider has earned my loyalty.",Call Quality|Roaming|Customer Support|Mobile App Experience,Positive|Positive|Positive|Positive,4
fb_00901,SMS services work fine for OTPs. No delays noticed.,SMS Services,Positive,1
fb_00902,SIM activation took 5 days which is ridiculous. Network outage on day 3 made it worse. Network congestion after activation was also terrible.,SIM Activation|Network Outage|Network Congestion,Negative|Negative|Negative,3
fb_00903,Network outage happened but was resolved within 30 minutes. Acceptable.,Network Outage,Neutral,1
fb_00904,SIM activation was instant with eSIM. SMS confirmation came within seconds. No network outages experienced yet. Network congestion is minimal in my area.,SIM Activation|SMS Services|Network Outage|Network Congestion,Positive|Positive|Positive|Positive,4
fb_00905,ugh network congestion during peak hours makes everything slow.,Network Congestion,Negative,1
fb_00906,SMS delivery is unreliable during network congestion. OTPs arrive 10 minutes late. Network outages make it even worse.,SMS Services|Network Congestion|Network Outage,Negative|Negative|Negative,3
fb_00907,SERIOUSLY SIM activation process is well documented and easy to follow.,SIM Activation,Positive,1
fb_00908,Network outage frequency is concerning. Third one this month. SMS notifications about outages come too late. Network congestion after outage recovery is also bad.,Network Outage|SMS Services|Network Congestion,Negative|Negative|Negative,3
fb_00909,Network congestion is manageable in my suburb. Not great but livable.,Network Congestion,Neutral,1
fb_00910,SIM activation with Aadhaar OTP via SMS was quick. No network outages in my area. Network congestion is also not an issue here.,SIM Activation|SMS Services|Network Outage|Network Congestion,Positive|Positive|Positive|Positive,4
fb_00911,SMS services are basic but reliable. Gets the job done.,SMS Services,Neutral,1
fb_00912,Network outage during work hours is unacceptable. SIM stopped working completely. Had to restart phone multiple times tbh,Network Outage|SIM Activation,Negative|Negative,2
fb_00913,Network congestion has reduced after 5G rollout. Good improvement. Smh.,Network Congestion,Positive,1
fb_00914,SMS spam is out of control. SIM activation triggered a flood of promotional messages. Network congestion from all this junk traffic probably doesnt help either.,SMS Services|SIM Activation|Network Congestion,Negative|Negative|Negative,3
fb_00915,ugh network outage was handled well with advance notification via SMS.,Network Outage|SMS Services,Neutral|Positive,2
fb_00916,tbh sIM activation for my new phone was seamless. Took 10 minutes.,SIM Activation,Positive,1
fb_00917,Network congestion is terrible in commercial areas. SMS delivery also suffers during peak hours. Network outages add to the frustration smh,Network Congestion|SMS Services|Network Outage,Negative|Negative|Negative,3
fb_00918,SMS services are adequate for my needs. Rarely use SMS anyway...,SMS Services,Neutral,1
fb_00919,10/10 would NOT recommend. another outage is their specialty.,Network Outage|SIM Activation,Negative|Negative,2
fb_00920,Network congestion is improving gradually. Less complaints from neighbors too.,Network Congestion,Positive,1
fb_00921,SIM activation was quick and SMS confirmation was instant. Good start.,SIM Activation|SMS Services,Positive|Positive,2
fb_00922,Network outage every week is not normal. Network congestion after each outage is also terrible. SMS alerts about restoration are inaccurate HATE this!,Network Outage|Network Congestion|SMS Services,Negative|Negative|Negative,3
fb_00923,SMS delivery is instant on this network. Very reliable for OTPs.,SMS Services,Positive,1
fb_00924,SIM activation failed online. Had to visit store. Network outage at the store made the process even longer. Frustrating first experience.,SIM Activation|Network Outage,Negative|Negative,2
fb_00925,Network congestion is the biggest issue. Everything else is fine.,Network Congestion,Negative,1
fb_00926,SMS services and SIM activation both worked perfectly. No network outages in my area. Network congestion is minimal.,SMS Services|SIM Activation|Network Outage|Network Congestion,Positive|Positive|Positive|Neutral,4
fb_00927,Network outage lasted only 15 minutes. Quick recovery.,Network Outage,Positive,1
fb_00928,SIM activation documentation is excessive. Too much paperwork for a simple prepaid SIM.,SIM Activation,Negative,1
fb_00929,Network congestion during evenings makes video calls impossible. SMS works fine though even during congestion.,Network Congestion|SMS Services,Negative|Positive,2
